id,paid_enroll,prv_wk_nbr,prv_wk_min,message,binge,complete
42599,1,2,207,1,1,1
42600,1,4,96,1,1,1
42601,0,4,37,1,1,0
42602,1,4,223,1,1,1
42603,1,4,363,1,1,1
42604,0,4,47,1,1,0
42605,1,7,89,1,1,1
42606,0,5,406,1,1,1
42607,0,4,239,1,1,1
42608,0,1,340,1,1,1
42609,0,4,471,1,1,1
42610,0,1,403,1,1,1
42611,0,2,422,1,1,1
42612,1,3,89,1,1,1
42613,1,5,266,1,1,1
42614,0,3,230,1,1,1
42615,0,2,440,1,1,1
42616,0,3,126,1,1,1
42617,0,2,465,1,1,1
42618,0,3,316,1,1,1
42619,0,4,341,1,1,1
42620,0,2,454,1,1,1
42621,1,4,245,1,1,1
42622,0,1,277,1,1,1
42623,1,2,81,1,1,1
42624,0,5,109,1,1,1
42625,1,4,139,1,1,1
42626,1,4,157,1,1,1
42627,1,4,35,1,0,1
42628,1,4,105,1,1,1
42629,0,2,384,1,1,1
42630,1,2,262,1,1,1
42631,0,2,77,1,1,0
42632,0,2,415,1,1,1
42633,1,4,118,1,1,1
42634,0,4,365,1,1,1
42635,1,3,372,1,1,1
42636,1,3,472,1,1,1
42637,1,5,459,1,1,1
42638,1,2,74,1,1,0
42639,0,5,70,1,1,1
42640,0,7,107,1,1,1
42641,0,5,170,1,1,1
42642,0,3,68,1,1,0
42643,1,3,124,1,1,1
42644,1,2,66,1,1,1
42645,0,7,369,1,1,1
42646,1,2,370,1,1,1
42647,1,3,453,1,1,1
42648,1,4,454,1,1,1
42649,0,3,275,1,1,1
42650,1,1,359,1,1,1
42651,1,5,155,1,1,1
42652,1,5,79,1,1,1
42653,0,4,199,1,1,1
42654,1,7,218,1,1,1
42655,1,3,111,1,1,1
42656,0,3,444,1,1,1
42657,0,4,395,1,1,1
42658,0,2,221,1,1,1
42659,0,2,115,1,1,0
42660,1,5,68,1,1,0
42661,1,3,219,1,1,1
42662,1,3,28,1,0,0
42663,0,2,41,1,0,0
42664,1,4,408,1,1,1
42665,1,1,343,1,1,1
42666,0,7,101,1,1,1
42667,1,3,52,1,0,1
42668,0,5,243,1,1,1
42669,1,7,134,1,1,1
42670,0,5,386,1,1,1
42671,1,2,279,1,1,1
42672,1,4,108,1,1,1
42673,1,3,329,1,1,1
42674,0,4,425,1,1,1
42675,0,3,190,1,1,1
42676,1,2,238,1,1,1
42677,0,3,172,1,1,1
42678,0,5,211,1,1,1
42679,0,5,394,1,1,1
42680,1,7,269,1,1,1
42681,1,5,437,1,1,1
42682,1,2,362,1,1,1
42683,1,2,405,1,1,1
42684,1,3,138,1,1,1
42685,0,4,444,1,1,1
42686,1,2,209,1,1,1
42687,1,5,333,1,1,1
42688,1,4,385,1,1,1
42689,1,5,372,1,1,1
42690,0,4,367,1,1,1
42691,0,5,138,1,1,1
42692,0,3,381,1,1,1
42693,1,7,138,1,1,1
42694,1,3,33,1,0,0
42695,0,5,129,1,1,1
42696,1,2,335,1,1,1
42697,0,2,243,1,1,1
42698,0,3,480,1,0,1
42699,1,7,421,1,1,1
42700,1,5,432,1,1,1
42701,0,3,79,1,0,1
42702,1,4,305,1,1,1
42703,1,4,100,1,1,1
42704,1,5,426,1,1,1
42705,1,3,289,1,1,1
42706,0,4,430,1,1,1
42707,0,2,366,1,1,1
42708,1,4,354,1,1,1
42709,1,4,248,1,1,1
42710,1,2,26,1,1,0
42711,0,3,38,1,0,0
42712,1,3,277,1,1,1
42713,1,2,231,1,1,1
42714,1,5,103,1,1,1
42715,1,3,360,1,1,1
42716,1,5,227,1,1,1
42717,0,2,170,1,1,1
42718,0,2,47,1,0,1
42719,1,5,22,1,0,0
42720,1,5,353,1,1,1
42721,0,5,314,1,1,1
42722,1,3,112,1,0,1
42723,0,3,412,1,1,1
42724,0,2,31,1,1,0
42725,1,4,63,1,1,1
42726,1,5,380,1,1,1
42727,0,5,68,1,1,1
42728,1,3,40,1,0,0
42729,1,5,366,1,1,1
42730,1,5,157,1,1,1
42731,0,5,111,1,1,1
42732,1,4,313,1,1,1
42733,1,4,12,1,1,0
42734,0,4,36,1,0,0
42735,1,4,283,1,1,1
42736,1,5,402,1,1,1
42737,1,7,199,1,0,1
42738,1,5,180,1,1,1
42739,1,7,329,1,1,1
42740,1,3,438,1,1,1
42741,0,3,174,1,1,1
42742,0,5,314,1,1,1
42743,1,3,474,1,0,1
42744,0,2,238,1,1,1
42745,1,2,340,1,1,1
42746,1,5,148,1,1,1
42747,0,7,127,1,1,1
42748,1,4,123,1,1,1
42749,1,4,379,1,1,1
42750,0,2,404,1,1,1
42751,0,5,216,1,1,1
42752,0,7,82,1,0,1
42753,1,2,170,1,1,1
42754,1,2,119,1,1,1
42755,1,4,474,1,0,1
42756,1,7,379,1,1,1
42757,1,4,241,1,1,1
42758,1,7,249,1,1,1
42759,0,1,169,1,1,1
42760,1,4,304,1,1,1
42761,1,3,236,1,1,1
42762,1,5,112,1,1,1
42763,1,2,42,1,0,0
42764,1,3,391,1,1,1
42765,1,3,459,1,1,1
42766,0,4,98,1,1,1
42767,1,5,330,1,1,1
42768,0,4,119,1,1,1
42769,1,3,193,1,1,1
42770,1,4,48,1,1,1
42771,0,3,352,1,1,1
42772,0,5,270,1,1,1
42773,1,5,409,1,1,1
42774,0,2,438,1,1,1
42775,1,4,308,1,1,1
42776,0,3,380,1,1,1
42777,1,4,38,1,1,0
42778,1,1,208,1,1,1
42779,1,3,199,1,1,1
42780,1,2,312,1,1,1
42781,0,5,411,1,1,1
42782,1,7,315,1,1,1
42783,0,3,61,1,0,0
42784,1,4,353,1,1,1
42785,0,2,36,1,0,0
42786,1,4,56,1,1,0
42787,0,3,36,1,1,0
42788,1,5,300,1,1,1
42789,0,2,213,1,1,1
42790,1,2,132,1,1,1
42791,0,2,123,1,1,1
42792,0,5,113,1,1,1
42793,1,4,347,1,1,1
42794,1,4,262,1,1,1
42795,1,3,130,1,1,1
42796,0,5,277,1,1,1
42797,0,2,445,1,1,1
42798,1,2,338,1,1,1
42799,1,5,150,1,1,1
42800,0,2,453,1,1,1
42801,1,2,297,1,1,1
42802,1,4,180,1,1,1
42803,1,4,57,1,0,1
42804,1,4,109,1,1,1
42805,0,2,318,1,1,1
42806,1,3,441,1,1,1
42807,0,3,368,1,1,1
42808,0,4,392,1,1,1
42809,0,3,120,1,1,1
42810,0,1,183,1,1,1
42811,1,2,27,1,0,0
42812,0,4,437,1,1,1
42813,0,5,81,1,1,1
42814,0,2,369,1,1,1
42815,1,4,65,1,1,1
42816,1,4,220,1,1,1
42817,1,4,168,1,1,1
42818,1,2,161,1,1,1
42819,0,4,93,1,1,1
42820,0,4,123,1,1,1
42821,0,5,175,1,1,1
42822,0,5,235,1,1,1
42823,1,5,53,1,1,1
42824,1,1,416,1,1,1
42825,1,4,123,1,1,1
42826,0,4,388,1,1,1
42827,1,2,267,1,1,1
42828,1,5,331,1,1,1
42829,0,4,275,1,1,1
42830,1,3,180,1,1,1
42831,1,3,112,1,1,1
42832,1,4,296,1,1,1
42833,1,3,76,1,1,1
42834,1,2,353,1,1,1
42835,1,5,271,1,1,1
42836,1,4,400,1,1,1
42837,1,5,433,1,1,1
42838,0,2,460,1,1,1
42839,0,4,148,1,1,1
42840,1,3,136,1,1,1
42841,0,5,367,1,1,1
42842,0,5,225,1,1,1
42843,1,2,129,1,1,1
42844,0,5,20,1,1,1
42845,1,3,232,1,1,1
42846,0,2,75,1,0,1
42847,1,2,67,1,1,1
42848,1,4,475,1,0,1
42849,1,4,385,1,1,1
42850,1,3,182,1,1,1
42851,1,4,241,1,1,1
42852,1,5,19,1,0,0
42853,1,5,137,1,1,1
42854,1,7,280,1,1,1
42855,1,3,93,1,0,0
42856,1,4,91,1,1,1
42857,0,2,404,1,1,1
42858,0,2,305,1,1,1
42859,0,4,333,1,1,1
42860,1,3,327,1,1,1
42861,1,3,288,1,1,1
42862,0,2,92,1,1,1
42863,0,3,51,1,0,0
42864,1,3,107,1,1,1
42865,1,3,195,1,1,1
42866,1,1,376,1,1,1
42867,0,2,459,1,1,1
42868,0,5,465,1,1,1
42869,1,3,205,1,1,1
42870,1,1,123,1,1,1
42871,1,1,321,1,1,1
42872,1,2,400,1,1,1
42873,1,3,401,1,1,1
42874,1,4,161,1,1,1
42875,1,4,185,1,1,1
42876,1,3,419,1,1,1
42877,1,1,285,1,1,1
42878,1,5,396,1,1,1
42879,1,4,259,1,1,1
42880,1,1,208,1,1,1
42881,1,5,300,1,1,1
42882,1,3,160,1,1,1
42883,0,5,416,1,1,1
42884,0,3,101,1,1,1
42885,1,3,342,1,1,1
42886,0,5,75,1,1,1
42887,1,5,157,1,1,1
42888,0,5,258,1,1,1
42889,1,5,465,1,1,1
42890,0,4,93,1,1,1
42891,1,5,185,1,1,1
42892,1,3,66,1,1,1
42893,1,4,201,1,1,1
42894,1,3,199,1,1,1
42895,1,5,158,1,1,1
42896,1,5,26,1,0,1
42897,1,3,427,1,1,1
42898,1,2,462,1,1,1
42899,0,3,444,1,1,1
42900,1,2,295,1,1,1
42901,1,3,395,1,1,1
42902,1,2,254,1,1,1
42903,1,5,363,1,1,1
42904,1,5,85,1,1,1
42905,1,5,332,1,1,1
42906,0,7,244,1,1,1
42907,1,4,292,1,1,1
42908,0,4,418,1,1,1
42909,1,2,72,1,0,1
42910,1,2,303,1,1,1
42911,1,3,228,1,1,1
42912,1,5,220,1,1,1
42913,1,2,451,1,1,1
42914,0,3,105,1,1,1
42915,1,5,243,1,1,1
42916,1,3,383,1,1,1
42917,0,7,370,1,1,1
42918,1,3,376,1,1,1
42919,0,5,404,1,1,1
42920,0,3,175,1,1,1
42921,1,2,378,1,1,1
42922,0,4,399,1,1,1
42923,1,4,447,1,1,1
42924,0,4,335,1,1,1
42925,1,3,156,1,1,1
42926,0,2,298,1,1,1
42927,0,4,217,1,1,1
42928,1,3,334,1,1,1
42929,0,1,293,1,1,1
42930,1,2,205,1,1,1
42931,1,4,146,1,1,1
42932,0,2,52,1,0,0
42933,1,2,477,1,0,1
42934,1,1,201,1,1,1
42935,1,3,338,1,1,1
42936,1,1,453,1,1,1
42937,1,5,173,1,1,1
42938,1,4,281,1,1,1
42939,1,4,201,1,1,1
42940,1,3,167,1,1,1
42941,1,4,63,1,0,1
42942,0,4,19,1,0,0
42943,1,7,69,1,1,1
42944,1,4,359,1,1,1
42945,1,2,70,1,1,1
42946,1,7,187,1,1,1
42947,1,2,12,1,0,1
42948,1,2,71,1,1,1
42949,1,5,65,1,1,1
42950,1,3,26,1,0,1
42951,0,3,57,1,1,0
42952,1,3,47,1,1,0
42953,0,3,432,1,1,1
42954,0,5,63,1,0,0
42955,0,5,476,1,0,1
42956,1,4,227,1,1,1
42957,1,2,129,1,1,1
42958,1,1,452,1,1,1
42959,1,4,375,1,1,1
42960,0,2,57,1,0,1
42961,1,3,435,1,1,1
42962,1,2,306,1,1,1
42963,1,3,210,1,1,1
42964,0,4,347,1,1,1
42965,1,3,310,1,1,1
42966,1,5,399,1,1,1
42967,1,3,79,1,1,1
42968,1,5,446,1,1,1
42969,1,5,43,1,0,0
42970,0,5,396,1,1,1
42971,1,4,235,1,1,1
42972,1,5,423,1,1,1
42973,1,2,217,1,1,1
42974,0,3,274,1,1,1
42975,1,4,417,1,1,1
42976,1,4,181,1,1,1
42977,0,2,422,1,1,1
42978,1,3,282,1,1,1
42979,1,2,371,1,1,1
42980,1,2,349,1,1,1
42981,0,2,261,1,1,1
42982,0,5,407,1,1,1
42983,1,2,334,1,1,1
42984,1,7,318,1,1,1
42985,1,4,20,1,1,0
42986,0,3,144,1,1,1
42987,1,2,282,1,1,1
42988,0,2,423,1,1,1
42989,0,5,157,1,1,1
42990,0,4,138,1,1,1
42991,0,3,226,1,1,1
42992,1,5,437,1,1,1
42993,0,4,446,1,1,1
42994,1,2,438,1,1,1
42995,0,2,400,1,1,1
42996,1,2,152,1,1,1
42997,1,3,184,1,1,1
42998,1,4,400,1,1,1
42999,0,2,172,1,1,1
43000,0,5,386,1,1,1
43001,0,1,368,1,1,1
43002,1,4,96,1,1,0
43003,1,5,99,1,1,1
43004,1,7,297,1,1,1
43005,1,5,120,1,1,1
43006,0,2,260,1,1,1
43007,1,2,277,1,1,1
43008,1,3,376,1,1,1
43009,0,4,459,1,1,1
43010,1,4,122,1,1,1
43011,1,4,199,1,1,1
43012,1,4,358,1,1,1
43013,1,5,30,1,0,1
43014,0,4,465,1,1,1
43015,1,4,461,1,1,1
43016,1,2,366,1,1,1
43017,1,2,219,1,1,1
43018,1,2,172,1,1,1
43019,1,4,219,1,1,1
43020,1,3,64,1,1,0
43021,1,1,359,1,1,1
43022,0,5,185,1,1,1
43023,0,5,386,1,1,1
43024,1,4,250,1,1,1
43025,0,2,372,1,1,1
43026,1,3,474,1,0,1
43027,1,2,129,1,1,1
43028,0,4,158,1,1,1
43029,1,7,370,1,1,1
43030,0,4,369,1,1,1
43031,1,5,110,1,1,1
43032,1,3,403,1,1,1
43033,1,4,317,1,1,1
43034,1,2,370,1,1,1
43035,1,2,248,1,1,1
43036,0,5,408,1,1,1
43037,0,5,468,1,1,1
43038,1,3,392,1,1,1
43039,1,3,452,1,1,1
43040,0,4,288,1,1,1
43041,0,5,183,1,1,1
43042,1,3,181,1,1,1
43043,1,4,284,1,1,1
43044,1,4,42,1,0,0
43045,1,3,75,1,0,0
43046,1,4,47,1,0,0
43047,1,3,273,1,1,1
43048,1,5,39,1,0,0
43049,1,5,304,1,1,1
43050,1,2,369,1,1,1
43051,1,2,302,1,1,1
43052,0,2,35,1,1,1
43053,0,3,437,1,1,1
43054,0,4,33,1,0,0
43055,1,3,342,1,1,1
43056,1,5,222,1,1,1
43057,1,5,346,1,1,1
43058,0,2,49,1,1,1
43059,1,2,127,1,1,1
43060,1,2,384,1,1,1
43061,1,3,404,1,1,1
43062,0,2,187,1,1,1
43063,1,4,468,1,1,1
43064,0,2,103,1,1,1
43065,1,4,75,1,0,1
43066,0,3,203,1,1,1
43067,1,7,448,1,1,1
43068,1,7,96,1,1,1
43069,1,2,408,1,1,1
43070,0,1,97,1,1,1
43071,0,3,381,1,1,1
43072,1,5,92,1,1,0
43073,1,2,353,1,1,1
43074,0,4,110,1,1,1
43075,1,2,237,1,1,1
43076,1,3,87,1,0,1
43077,1,3,339,1,1,1
43078,0,5,164,1,1,1
43079,1,3,33,1,0,0
43080,1,3,227,1,1,1
43081,0,5,376,1,1,1
43082,0,3,71,1,1,1
43083,1,5,353,1,1,1
43084,0,4,151,1,1,1
43085,1,5,279,1,1,1
43086,0,3,45,1,1,0
43087,1,2,408,1,1,1
43088,0,5,402,1,1,1
43089,1,5,298,1,1,1
43090,1,4,307,1,1,1
43091,1,3,374,1,1,1
43092,1,3,291,1,1,1
43093,0,3,115,1,1,1
43094,1,5,355,1,1,1
43095,1,4,69,1,0,1
43096,1,2,245,1,1,1
43097,0,5,175,1,1,1
43098,0,3,472,1,1,1
43099,1,5,224,1,1,1
43100,0,2,35,1,1,1
43101,1,5,54,1,0,1
43102,1,4,103,1,1,1
43103,1,4,54,1,1,0
43104,0,5,80,1,1,0
43105,1,1,191,1,1,1
43106,0,3,151,1,1,1
43107,1,3,209,1,1,1
43108,1,4,17,1,0,0
43109,1,5,457,1,1,1
43110,1,5,179,1,1,1
43111,1,2,207,1,1,1
43112,0,4,232,1,1,1
43113,0,4,195,1,1,1
43114,1,7,226,1,1,1
43115,0,7,411,1,1,1
43116,0,5,69,1,1,1
43117,0,3,97,1,1,1
43118,0,2,71,1,0,1
43119,1,3,350,1,1,1
43120,1,4,448,1,1,1
43121,1,5,51,1,1,1
43122,1,3,149,1,1,1
43123,1,3,19,1,0,0
43124,1,5,257,1,1,1
43125,1,2,442,1,1,1
43126,0,5,24,1,0,0
43127,1,7,97,1,1,1
43128,1,7,432,1,1,1
43129,1,5,86,1,1,1
43130,1,2,224,1,1,1
43131,0,3,70,1,0,1
43132,1,2,360,1,1,1
43133,0,2,66,1,1,0
43134,1,5,145,1,1,1
43135,0,4,53,1,1,0
43136,1,3,356,1,1,1
43137,1,7,174,1,1,1
43138,1,4,107,1,1,1
43139,0,4,312,1,1,1
43140,1,3,263,1,1,1
43141,0,2,439,1,1,1
43142,0,5,401,1,1,1
43143,1,3,366,1,1,1
43144,0,5,287,1,1,1
43145,1,3,287,1,1,1
43146,1,5,220,1,1,1
43147,1,5,247,1,1,1
43148,1,2,257,1,1,1
43149,1,4,383,1,1,1
43150,1,3,97,1,1,1
43151,0,5,156,1,1,1
43152,1,3,387,1,1,1
43153,0,3,409,1,1,1
43154,0,3,165,1,1,1
43155,0,2,79,1,0,1
43156,1,3,454,1,1,1
43157,1,4,415,1,1,1
43158,0,4,198,1,1,1
43159,1,5,402,1,1,1
43160,0,4,197,1,1,1
43161,1,3,258,1,1,1
43162,1,5,327,1,1,1
43163,0,3,428,1,1,1
43164,1,4,108,1,1,1
43165,1,2,308,1,1,1
43166,1,4,72,1,1,1
43167,1,5,402,1,1,1
43168,1,5,294,1,1,1
43169,0,3,399,1,1,1
43170,1,1,448,1,1,1
43171,1,4,119,1,1,1
43172,1,4,475,1,0,1
43173,1,3,131,1,1,1
43174,1,7,323,1,1,1
43175,1,5,150,1,1,1
43176,1,3,325,1,1,1
43177,0,3,254,1,1,1
43178,0,3,212,1,1,1
43179,1,4,394,1,1,1
43180,1,3,66,1,1,0
43181,0,2,478,1,1,1
43182,1,2,36,1,1,1
43183,1,3,55,1,1,0
43184,0,4,158,1,1,1
43185,1,4,107,1,1,1
43186,0,4,470,1,1,1
43187,1,5,400,1,1,1
43188,1,4,105,1,1,1
43189,0,2,348,1,1,1
43190,1,3,227,1,1,1
43191,1,2,296,1,1,1
43192,0,5,149,1,1,1
43193,1,4,93,1,1,1
43194,1,1,79,1,1,1
43195,0,5,445,1,1,1
43196,0,2,419,1,1,1
43197,1,5,358,1,1,1
43198,0,4,190,1,1,1
43199,0,3,280,1,1,1
43200,1,7,456,1,1,1
43201,0,4,247,1,1,1
43202,1,3,131,1,1,0
43203,0,5,205,1,1,1
43204,1,3,455,1,1,1
43205,0,5,221,1,1,1
43206,0,4,130,1,1,1
43207,0,4,169,1,1,1
43208,0,2,371,1,1,1
43209,0,4,337,1,1,1
43210,0,5,125,1,1,0
43211,0,4,119,1,1,0
43212,0,4,122,1,1,1
43213,0,2,27,1,0,0
43214,0,5,28,1,0,0
43215,1,5,326,1,1,1
43216,0,2,437,1,1,1
43217,1,2,242,1,1,1
43218,1,3,195,1,1,1
43219,1,2,107,1,1,1
43220,0,4,378,1,1,1
43221,0,3,221,1,1,1
43222,1,3,204,1,1,1
43223,0,5,435,1,1,1
43224,1,4,165,1,1,1
43225,1,1,199,1,1,1
43226,1,2,456,1,1,1
43227,1,1,211,1,1,1
43228,0,4,111,1,1,1
43229,1,4,163,1,1,1
43230,1,2,118,1,1,1
43231,1,2,31,1,1,0
43232,0,4,194,1,1,1
43233,1,2,94,1,1,1
43234,1,2,442,1,1,1
43235,0,3,217,1,1,1
43236,0,2,234,1,1,1
43237,0,4,152,1,1,1
43238,0,5,472,1,1,1
43239,1,2,378,1,1,1
43240,0,4,226,1,1,1
43241,1,3,437,1,1,1
43242,1,2,123,1,1,1
43243,1,2,243,1,1,1
43244,1,2,405,1,1,1
43245,0,3,172,1,1,1
43246,1,5,149,1,1,1
43247,1,2,447,1,1,1
43248,0,2,249,1,1,1
43249,1,4,266,1,1,1
43250,1,2,119,1,1,1
43251,1,5,12,1,0,1
43252,1,3,372,1,1,1
43253,0,3,348,1,1,1
43254,1,3,430,1,1,1
43255,1,2,237,1,1,1
43256,1,3,422,1,1,1
43257,1,7,188,1,1,1
43258,1,3,99,1,1,1
43259,1,5,411,1,1,1
43260,0,2,147,1,1,1
43261,0,4,313,1,1,1
43262,0,4,280,1,1,1
43263,0,2,38,1,0,0
43264,1,4,458,1,1,1
43265,1,4,182,1,1,1
43266,0,5,177,1,1,1
43267,0,3,210,1,1,1
43268,1,3,62,1,1,0
43269,0,4,216,1,1,1
43270,0,4,49,1,1,1
43271,1,4,119,1,1,1
43272,0,4,241,1,1,1
43273,1,3,88,1,1,1
43274,0,1,29,1,0,0
43275,0,4,213,1,1,1
43276,1,5,195,1,1,1
43277,1,7,106,1,1,1
43278,1,4,424,1,1,1
43279,0,2,215,1,1,1
43280,1,3,130,1,1,1
43281,1,3,307,1,1,1
43282,1,3,380,1,1,1
43283,0,2,16,1,0,1
43284,0,5,398,1,1,1
43285,0,3,377,1,1,1
43286,1,3,364,1,1,1
43287,0,3,166,1,1,1
43288,1,1,269,1,1,1
43289,0,4,394,1,1,1
43290,1,3,405,1,1,1
43291,0,3,473,1,1,1
43292,0,4,406,1,1,1
43293,1,2,427,1,1,1
43294,1,1,153,1,1,1
43295,0,2,426,1,1,1
43296,0,4,474,1,1,1
43297,1,3,115,1,1,1
43298,1,4,424,1,1,1
43299,1,2,405,1,1,1
43300,0,4,281,1,1,1
43301,1,2,64,1,0,1
43302,1,4,470,1,1,1
43303,0,2,477,1,1,1
43304,1,2,342,1,1,1
43305,0,3,61,1,1,0
43306,1,5,91,1,1,1
43307,0,4,60,1,1,0
43308,1,3,103,1,1,1
43309,1,4,38,1,1,0
43310,1,4,464,1,1,1
43311,0,5,455,1,1,1
43312,1,4,151,1,1,1
43313,0,5,269,1,1,1
43314,1,3,305,1,1,1
43315,0,3,28,1,0,0
43316,0,1,334,1,1,1
43317,0,3,140,1,1,1
43318,0,4,126,1,1,1
43319,1,2,133,1,1,1
43320,1,4,315,1,1,1
43321,1,5,260,1,1,1
43322,1,2,315,1,1,1
43323,0,5,212,1,1,1
43324,0,3,400,1,1,1
43325,0,4,248,1,1,1
43326,1,7,169,1,1,1
43327,1,2,65,1,0,1
43328,0,3,289,1,1,1
43329,1,3,328,1,1,1
43330,1,5,220,1,1,1
43331,0,5,418,1,1,1
43332,1,5,156,1,1,0
43333,1,2,62,1,0,0
43334,1,4,263,1,1,1
43335,0,5,241,1,1,1
43336,0,3,399,1,1,1
43337,0,5,18,1,0,0
43338,1,4,183,1,1,1
43339,1,3,340,1,1,1
43340,1,3,394,1,1,1
43341,1,2,430,1,1,1
43342,1,2,47,1,0,0
43343,1,4,18,1,0,0
43344,0,4,225,1,1,1
43345,0,4,97,1,1,1
43346,1,3,207,1,1,1
43347,0,4,238,1,1,1
43348,0,3,326,1,1,1
43349,0,4,55,1,0,0
43350,1,2,239,1,1,1
43351,1,1,155,1,1,1
43352,0,4,35,1,0,1
43353,0,3,198,1,1,1
43354,1,2,479,1,0,1
43355,0,4,139,1,1,1
43356,1,1,288,1,1,1
43357,0,4,423,1,1,1
43358,1,5,179,1,1,1
43359,1,2,54,1,1,1
43360,0,5,120,1,1,1
43361,1,2,88,1,1,1
43362,1,4,121,1,1,1
43363,0,1,132,1,1,1
43364,1,3,266,1,1,1
43365,0,4,109,1,1,0
43366,0,4,39,1,1,0
43367,0,4,54,1,1,1
43368,1,2,57,1,1,0
43369,0,2,318,1,1,1
43370,1,3,19,1,0,0
43371,0,3,216,1,1,1
43372,1,2,327,1,1,1
43373,0,2,265,1,1,1
43374,0,3,349,1,1,1
43375,1,2,183,1,1,1
43376,1,1,74,1,1,0
43377,1,5,423,1,1,1
43378,0,3,255,1,1,1
43379,0,4,116,1,1,1
43380,0,4,301,1,1,1
43381,1,4,390,1,1,1
43382,1,1,151,1,1,1
43383,0,5,421,1,1,1
43384,1,3,383,1,1,1
43385,1,5,261,1,1,1
43386,1,5,173,1,1,1
43387,0,2,306,1,1,1
43388,0,4,346,1,1,1
43389,1,3,252,1,1,1
43390,1,5,384,1,1,1
43391,1,2,284,1,1,1
43392,1,5,297,1,1,1
43393,1,3,301,1,1,1
43394,1,3,97,1,1,1
43395,1,4,233,1,1,1
43396,1,5,459,1,1,1
43397,1,5,438,1,1,1
43398,1,5,166,1,1,1
43399,0,5,101,1,1,1
43400,1,4,260,1,1,1
43401,1,5,316,1,1,1
43402,1,2,325,1,1,1
43403,1,2,38,1,0,0
43404,1,5,47,1,0,1
43405,1,5,77,1,0,0
43406,1,3,99,1,1,1
43407,1,4,274,1,1,1
43408,1,2,389,1,1,1
43409,0,3,298,1,1,1
43410,0,2,176,1,1,1
43411,1,2,249,1,1,1
43412,1,5,29,1,0,0
43413,0,4,132,1,1,1
43414,1,4,283,1,1,1
43415,0,2,444,1,1,1
43416,1,4,294,1,1,1
43417,1,4,365,1,1,1
43418,1,2,33,1,1,0
43419,1,7,272,1,1,1
43420,0,3,474,1,1,1
43421,0,2,354,1,1,1
43422,0,5,244,1,1,1
43423,0,7,92,1,1,1
43424,1,3,380,1,1,1
43425,1,2,468,1,1,1
43426,0,2,404,1,1,1
43427,1,5,431,1,1,1
43428,1,3,467,1,1,1
43429,0,3,300,1,1,1
43430,0,5,84,1,0,1
43431,0,2,316,1,1,1
43432,0,4,436,1,1,1
43433,1,3,347,1,1,1
43434,1,2,428,1,1,1
43435,0,5,79,1,0,1
43436,1,4,198,1,1,1
43437,0,7,38,1,1,0
43438,1,3,38,1,1,0
43439,0,4,54,1,1,0
43440,0,5,428,1,1,1
43441,0,3,377,1,1,1
43442,0,3,128,1,1,1
43443,1,2,220,1,1,1
43444,1,1,141,1,1,1
43445,1,3,314,1,1,1
43446,0,7,205,1,1,1
43447,1,5,300,1,1,1
43448,1,4,261,1,1,1
43449,1,5,295,1,1,1
43450,0,5,254,1,1,1
43451,1,2,330,1,1,1
43452,1,2,11,1,0,1
43453,1,4,370,1,1,1
43454,1,3,385,1,1,1
43455,1,1,415,1,1,1
43456,0,4,475,1,1,1
43457,1,5,420,1,1,1
43458,1,2,67,1,1,0
43459,1,3,329,1,1,1
43460,1,5,447,1,1,1
43461,1,2,213,1,1,1
43462,0,5,426,1,1,1
43463,1,2,322,1,1,1
43464,1,5,388,1,1,1
43465,0,5,187,1,1,1
43466,1,3,297,1,1,1
43467,1,2,31,1,0,0
43468,1,1,57,1,1,1
43469,1,5,421,1,1,1
43470,0,3,45,1,1,0
43471,1,3,18,1,0,0
43472,0,2,222,1,1,1
43473,1,2,440,1,1,1
43474,1,3,256,1,1,1
43475,0,4,221,1,1,1
43476,0,5,442,1,1,1
43477,0,3,214,1,1,1
43478,1,2,377,1,1,1
43479,0,4,61,1,1,1
43480,0,5,34,1,0,0
43481,1,5,51,1,0,0
43482,1,1,153,1,1,1
43483,0,5,376,1,1,1
43484,0,3,185,1,1,1
43485,1,4,468,1,1,1
43486,1,5,433,1,1,1
43487,0,4,423,1,1,1
43488,1,5,195,1,1,1
43489,1,3,88,1,1,1
43490,0,2,225,1,1,1
43491,1,5,449,1,1,1
43492,1,4,256,1,1,1
43493,1,5,154,1,1,1
43494,1,4,464,1,1,1
43495,0,3,471,1,1,1
43496,1,3,95,1,1,1
43497,0,2,303,1,1,1
43498,0,3,181,1,1,1
43499,0,2,200,1,1,1
43500,1,3,96,1,1,1
43501,1,4,405,1,1,1
43502,0,5,21,1,1,1
43503,0,4,319,1,1,1
43504,1,2,98,1,1,1
43505,0,5,204,1,1,1
43506,1,4,103,1,1,0
43507,1,7,191,1,1,1
43508,1,2,139,1,1,1
43509,1,4,62,1,1,0
43510,0,3,144,1,1,1
43511,0,2,458,1,1,1
43512,1,5,302,1,1,1
43513,1,5,398,1,1,1
43514,0,4,121,1,1,1
43515,0,7,394,1,1,1
43516,0,3,410,1,1,1
43517,1,4,410,1,1,1
43518,1,4,427,1,1,1
43519,0,2,414,1,1,1
43520,0,3,137,1,1,1
43521,0,2,355,1,1,1
43522,0,5,114,1,1,1
43523,0,2,278,1,1,1
43524,0,3,302,1,1,1
43525,0,1,11,1,0,0
43526,0,2,83,1,1,1
43527,1,2,151,1,1,1
43528,1,2,349,1,1,1
43529,1,4,339,1,1,1
